time,gFx,gFy,gFz,gFTotal
20.449,-0.049,-0.038,-0.994,0.996
20.459,-0.051,-0.037,-0.993,0.995
20.469,-0.051,-0.039,-0.993,0.995
20.479,-0.049,-0.038,-0.993,0.995
20.489,-0.049,-0.038,-0.994,0.996
20.499,-0.050,-0.039,-0.995,0.997
20.509,-0.049,-0.038,-0.995,0.997
20.519,-0.049,-0.037,-0.995,0.997
20.529,-0.049,-0.038,-0.995,0.997
20.539,-0.050,-0.039,-0.994,0.996
20.549,-0.050,-0.039,-0.993,0.995
20.559,-0.049,-0.038,-0.992,0.994
20.568,-0.048,-0.038,-0.994,0.996
20.579,-0.049,-0.038,-0.995,0.997
20.589,-0.048,-0.038,-0.994,0.996
20.599,-0.048,-0.038,-0.994,0.996
20.609,-0.048,-0.037,-0.993,0.995
20.618,-0.049,-0.038,-0.993,0.995
20.628,-0.048,-0.039,-0.995,0.996
20.639,-0.049,-0.038,-0.994,0.995
20.648,-0.049,-0.038,-0.994,0.996
20.658,-0.049,-0.040,-0.993,0.995
20.668,-0.050,-0.038,-0.994,0.996
20.678,-0.048,-0.037,-0.995,0.997
20.688,-0.050,-0.038,-0.993,0.995
20.698,-0.050,-0.037,-0.995,0.997
20.708,-0.049,-0.038,-0.994,0.996
20.718,-0.048,-0.038,-0.993,0.995
20.728,-0.048,-0.039,-0.994,0.996
20.738,-0.048,-0.038,-0.994,0.995
20.748,-0.049,-0.040,-0.995,0.997
20.758,-0.049,-0.039,-0.994,0.996
20.768,-0.050,-0.038,-0.995,0.997
20.778,-0.049,-0.038,-0.994,0.996
20.788,-0.049,-0.038,-0.994,0.996
20.798,-0.049,-0.038,-0.992,0.994
20.808,-0.048,-0.038,-0.994,0.996
20.818,-0.048,-0.037,-0.993,0.995
20.828,-0.048,-0.036,-0.995,0.997
20.838,-0.049,-0.039,-0.995,0.997
20.848,-0.050,-0.038,-0.994,0.996
20.858,-0.049,-0.037,-0.995,0.997
20.868,-0.049,-0.037,-0.994,0.996
20.878,-0.050,-0.038,-0.993,0.995
20.888,-0.049,-0.038,-0.992,0.994
20.898,-0.049,-0.039,-0.993,0.995
20.908,-0.050,-0.038,-0.991,0.993
20.918,-0.051,-0.039,-0.993,0.996
20.928,-0.050,-0.038,-0.995,0.997
20.938,-0.051,-0.039,-0.994,0.996
20.948,-0.051,-0.039,-0.994,0.996
20.958,-0.050,-0.038,-0.995,0.997
20.968,-0.049,-0.037,-0.994,0.996
20.978,-0.049,-0.037,-0.993,0.995
20.988,-0.048,-0.039,-0.993,0.995
20.998,-0.049,-0.039,-0.994,0.996
21.008,-0.048,-0.039,-0.994,0.996
21.018,-0.047,-0.039,-0.994,0.996
21.028,-0.048,-0.039,-0.994,0.996
21.038,-0.049,-0.039,-0.993,0.995
21.048,-0.048,-0.041,-0.994,0.996
21.058,-0.049,-0.039,-0.994,0.996
21.068,-0.049,-0.039,-0.995,0.997
21.078,-0.050,-0.037,-0.994,0.996
21.088,-0.049,-0.037,-0.995,0.997
21.098,-0.049,-0.038,-0.993,0.995
21.108,-0.050,-0.038,-0.992,0.994
21.118,-0.050,-0.038,-0.993,0.995
21.128,-0.050,-0.039,-0.994,0.996
21.138,-0.050,-0.039,-0.995,0.997
21.148,-0.049,-0.039,-0.994,0.996
21.158,-0.048,-0.039,-0.993,0.995
21.168,-0.050,-0.039,-0.994,0.996
21.178,-0.048,-0.039,-0.993,0.995
21.188,-0.048,-0.039,-0.992,0.994
21.198,-0.048,-0.038,-0.995,0.997
21.208,-0.047,-0.039,-0.995,0.997
21.218,-0.049,-0.037,-0.994,0.996
21.228,-0.048,-0.039,-0.993,0.995
21.238,-0.048,-0.038,-0.994,0.996
21.248,-0.048,-0.038,-0.994,0.996
21.258,-0.048,-0.038,-0.994,0.996
21.268,-0.049,-0.039,-0.994,0.996
21.278,-0.048,-0.039,-0.995,0.997
21.287,-0.048,-0.039,-0.994,0.996
21.298,-0.051,-0.039,-0.994,0.996
21.308,-0.050,-0.038,-0.994,0.996
21.318,-0.050,-0.038,-0.991,0.993
21.327,-0.050,-0.038,-0.995,0.997
21.337,-0.050,-0.038,-0.994,0.996
21.347,-0.051,-0.038,-0.994,0.996
21.357,-0.049,-0.037,-0.993,0.995
21.367,-0.050,-0.037,-0.993,0.995
21.377,-0.049,-0.037,-0.995,0.997
21.387,-0.048,-0.039,-0.995,0.997
21.397,-0.048,-0.039,-0.992,0.994
21.407,-0.049,-0.038,-0.993,0.995
21.417,-0.048,-0.039,-0.994,0.996
21.427,-0.049,-0.039,-0.993,0.995
21.437,-0.049,-0.040,-0.994,0.996
21.447,-0.049,-0.039,-0.995,0.997
21.457,-0.049,-0.038,-0.993,0.995
21.467,-0.049,-0.036,-0.994,0.996
21.477,-0.049,-0.038,-0.993,0.995
21.487,-0.048,-0.036,-0.995,0.997
21.497,-0.049,-0.036,-0.993,0.995
21.507,-0.048,-0.039,-0.993,0.995
21.517,-0.050,-0.040,-0.993,0.995
21.527,-0.049,-0.039,-0.995,0.997
21.537,-0.049,-0.040,-0.993,0.995
21.547,-0.049,-0.039,-0.994,0.996
21.557,-0.050,-0.039,-0.994,0.996
21.567,-0.049,-0.038,-0.993,0.995
21.577,-0.048,-0.038,-0.991,0.993
21.587,-0.048,-0.036,-0.994,0.995
21.597,-0.049,-0.038,-0.994,0.996
21.607,-0.048,-0.039,-0.996,0.998
21.617,-0.049,-0.039,-0.994,0.996
21.627,-0.049,-0.038,-0.994,0.996
21.637,-0.049,-0.038,-0.996,0.997
21.647,-0.049,-0.039,-0.996,0.998
21.657,-0.050,-0.038,-0.992,0.994
21.667,-0.048,-0.038,-0.994,0.995
21.677,-0.048,-0.038,-0.994,0.996
21.687,-0.049,-0.039,-0.995,0.997
21.697,-0.050,-0.037,-0.993,0.995
21.707,-0.049,-0.037,-0.992,0.994
21.717,-0.052,-0.038,-0.993,0.995
21.727,-0.051,-0.039,-0.994,0.996
21.737,-0.050,-0.040,-0.993,0.995
21.747,-0.048,-0.039,-0.994,0.996
21.757,-0.050,-0.039,-0.995,0.997
21.767,-0.050,-0.039,-0.993,0.995
21.777,-0.049,-0.038,-0.995,0.997
21.787,-0.047,-0.038,-0.996,0.998
21.797,-0.048,-0.039,-0.995,0.997
21.807,-0.048,-0.038,-0.995,0.997
21.817,-0.049,-0.038,-0.992,0.994
21.827,-0.048,-0.038,-0.992,0.994
21.837,-0.049,-0.039,-0.994,0.995
21.847,-0.049,-0.039,-0.993,0.995
21.857,-0.048,-0.040,-0.994,0.996
21.867,-0.048,-0.038,-0.993,0.995
21.877,-0.049,-0.038,-0.992,0.994
21.887,-0.049,-0.038,-0.994,0.996
21.897,-0.050,-0.039,-0.994,0.996
21.907,-0.050,-0.038,-0.993,0.995
21.917,-0.050,-0.037,-0.994,0.996
21.927,-0.049,-0.038,-0.994,0.996
21.937,-0.049,-0.039,-0.992,0.994
21.947,-0.049,-0.038,-0.994,0.996
21.957,-0.050,-0.037,-0.994,0.996
21.967,-0.050,-0.037,-0.993,0.995
21.977,-0.049,-0.039,-0.994,0.996
21.987,-0.048,-0.038,-0.994,0.996
21.997,-0.049,-0.038,-0.993,0.995
22.007,-0.049,-0.039,-0.993,0.995
22.017,-0.049,-0.039,-0.993,0.995
22.026,-0.049,-0.040,-0.994,0.996
22.036,-0.048,-0.038,-0.994,0.996
22.047,-0.048,-0.038,-0.993,0.995
22.056,-0.049,-0.038,-0.994,0.996
22.066,-0.048,-0.038,-0.993,0.995
22.076,-0.048,-0.037,-0.994,0.996
22.086,-0.050,-0.039,-0.993,0.995
22.096,-0.049,-0.038,-0.995,0.997
22.106,-0.049,-0.037,-0.995,0.997
22.116,-0.049,-0.038,-0.992,0.994
22.126,-0.049,-0.039,-0.992,0.994
22.136,-0.050,-0.038,-0.994,0.996
22.146,-0.048,-0.039,-0.993,0.995
22.156,-0.049,-0.039,-0.994,0.996
22.166,-0.049,-0.038,-0.996,0.998
22.176,-0.050,-0.038,-0.995,0.997
22.186,-0.049,-0.038,-0.994,0.996
22.196,-0.049,-0.038,-0.993,0.995
22.206,-0.049,-0.037,-0.992,0.994
22.216,-0.050,-0.038,-0.993,0.995
22.226,-0.049,-0.036,-0.993,0.995
22.236,-0.048,-0.038,-0.992,0.994
22.246,-0.048,-0.038,-0.994,0.996
22.256,-0.050,-0.038,-0.996,0.998
22.266,-0.049,-0.036,-0.994,0.996
22.276,-0.049,-0.038,-0.993,0.995
22.286,-0.050,-0.040,-0.992,0.994
22.296,-0.050,-0.039,-0.994,0.996
22.306,-0.050,-0.038,-0.994,0.996
22.316,-0.049,-0.039,-0.993,0.995
22.326,-0.050,-0.038,-0.993,0.995
22.336,-0.049,-0.038,-0.994,0.996
22.346,-0.049,-0.039,-0.993,0.995
22.356,-0.049,-0.038,-0.993,0.995
22.366,-0.050,-0.039,-0.994,0.996
22.376,-0.049,-0.039,-0.994,0.996
22.386,-0.049,-0.039,-0.994,0.996
22.396,-0.049,-0.038,-0.994,0.996
22.406,-0.049,-0.039,-0.993,0.995
22.416,-0.049,-0.039,-0.993,0.995
22.426,-0.048,-0.039,-0.995,0.997
22.436,-0.049,-0.039,-0.994,0.996
22.446,-0.050,-0.039,-0.993,0.995
22.456,-0.049,-0.038,-0.994,0.996
22.466,-0.051,-0.038,-0.994,0.996
22.476,-0.050,-0.038,-0.996,0.998
22.486,-0.050,-0.038,-0.994,0.996
22.496,-0.050,-0.038,-0.991,0.993
22.506,-0.051,-0.038,-0.993,0.995
22.516,-0.051,-0.038,-0.993,0.995
22.526,-0.050,-0.038,-0.994,0.996
22.536,-0.049,-0.039,-0.995,0.997
22.546,-0.049,-0.038,-0.995,0.997
22.556,-0.049,-0.039,-0.995,0.997
22.566,-0.049,-0.040,-0.992,0.994
22.576,-0.047,-0.038,-0.990,0.992
22.586,-0.048,-0.037,-0.993,0.994
22.596,-0.049,-0.037,-0.994,0.996
22.606,-0.048,-0.037,-0.994,0.996
22.616,-0.047,-0.038,-0.992,0.994
22.626,-0.049,-0.037,-0.995,0.997
22.636,-0.049,-0.038,-0.994,0.996
22.646,-0.049,-0.039,-0.993,0.995
22.656,-0.050,-0.038,-0.992,0.994
22.666,-0.050,-0.040,-0.993,0.995
22.676,-0.050,-0.040,-0.993,0.995
22.686,-0.051,-0.039,-0.994,0.996
22.696,-0.051,-0.039,-0.994,0.996
22.706,-0.050,-0.038,-0.993,0.995
22.716,-0.050,-0.037,-0.993,0.995
22.726,-0.049,-0.039,-0.994,0.996
22.736,-0.048,-0.038,-0.992,0.994
22.745,-0.048,-0.038,-0.995,0.997
22.755,-0.049,-0.039,-0.995,0.997
22.766,-0.049,-0.039,-0.993,0.995
22.775,-0.048,-0.039,-0.992,0.994
22.785,-0.047,-0.038,-0.992,0.994
22.795,-0.048,-0.039,-0.994,0.996
22.805,-0.047,-0.039,-0.992,0.994
22.815,-0.047,-0.038,-0.995,0.997
22.825,-0.048,-0.037,-0.994,0.996
22.835,-0.048,-0.039,-0.993,0.995
22.845,-0.050,-0.038,-0.994,0.996
22.855,-0.049,-0.039,-0.992,0.994
22.865,-0.050,-0.040,-0.993,0.995
22.875,-0.051,-0.039,-0.993,0.995
22.885,-0.050,-0.038,-0.994,0.996
22.895,-0.051,-0.038,-0.994,0.996
22.905,-0.052,-0.037,-0.994,0.996
22.915,-0.050,-0.037,-0.993,0.995
22.925,-0.051,-0.037,-0.993,0.995
22.935,-0.051,-0.038,-0.994,0.996
22.945,-0.048,-0.039,-0.994,0.996
22.955,-0.050,-0.039,-0.994,0.996
22.965,-0.048,-0.040,-0.995,0.997
22.975,-0.048,-0.039,-0.994,0.995
22.985,-0.048,-0.040,-0.994,0.996
22.995,-0.047,-0.038,-0.993,0.995
23.005,-0.049,-0.038,-0.993,0.995
23.015,-0.048,-0.039,-0.993,0.995
23.025,-0.046,-0.038,-0.994,0.996
23.035,-0.048,-0.037,-0.994,0.996
23.045,-0.049,-0.038,-0.996,0.998
23.055,-0.049,-0.039,-0.995,0.997
23.065,-0.050,-0.039,-0.995,0.997
23.075,-0.049,-0.038,-0.995,0.997
23.085,-0.050,-0.038,-0.993,0.995
23.095,-0.050,-0.037,-0.994,0.996
23.105,-0.051,-0.040,-0.992,0.994
23.115,-0.050,-0.040,-0.994,0.996
23.125,-0.051,-0.040,-0.994,0.996
23.135,-0.050,-0.040,-0.994,0.996
23.145,-0.050,-0.039,-0.994,0.996
23.155,-0.050,-0.040,-0.993,0.995
23.165,-0.049,-0.038,-0.993,0.995
23.175,-0.049,-0.037,-0.993,0.995
23.185,-0.050,-0.037,-0.994,0.996
23.195,-0.049,-0.037,-0.994,0.996
23.205,-0.048,-0.037,-0.993,0.995
23.215,-0.048,-0.038,-0.995,0.997
23.225,-0.048,-0.038,-0.994,0.996
23.235,-0.049,-0.039,-0.993,0.995
23.245,-0.048,-0.038,-0.993,0.995
23.255,-0.048,-0.038,-0.994,0.996
23.265,-0.048,-0.039,-0.994,0.996
23.275,-0.050,-0.038,-0.994,0.996
23.285,-0.050,-0.038,-0.993,0.995
23.295,-0.050,-0.036,-0.994,0.996
23.305,-0.049,-0.037,-0.994,0.996
23.315,-0.051,-0.038,-0.994,0.996
23.325,-0.051,-0.039,-0.993,0.995
23.335,-0.050,-0.038,-0.993,0.995
23.345,-0.050,-0.038,-0.993,0.995
23.355,-0.050,-0.038,-0.993,0.995
23.365,-0.051,-0.039,-0.994,0.996
23.375,-0.049,-0.039,-0.993,0.995
23.385,-0.049,-0.039,-0.994,0.996
23.395,-0.049,-0.040,-0.993,0.995
23.405,-0.049,-0.039,-0.994,0.996
23.415,-0.048,-0.037,-0.994,0.996
23.425,-0.048,-0.038,-0.994,0.996
23.435,-0.048,-0.039,-0.994,0.996
23.444,-0.048,-0.037,-0.993,0.995
23.454,-0.048,-0.036,-0.994,0.996
23.464,-0.049,-0.038,-0.993,0.995
23.474,-0.048,-0.039,-0.995,0.996
23.484,-0.049,-0.040,-0.995,0.997
23.494,-0.049,-0.040,-0.993,0.995
23.504,-0.049,-0.040,-0.991,0.993
23.514,-0.050,-0.040,-0.994,0.996
23.524,-0.051,-0.039,-0.994,0.997
23.534,-0.051,-0.039,-0.993,0.995
23.544,-0.050,-0.039,-0.993,0.995
23.554,-0.049,-0.038,-0.993,0.995
23.564,-0.050,-0.037,-0.996,0.998
23.574,-0.049,-0.039,-0.994,0.996
23.584,-0.049,-0.038,-0.994,0.996
23.594,-0.049,-0.039,-0.994,0.996
23.604,-0.049,-0.040,-0.994,0.996
23.614,-0.049,-0.039,-0.992,0.994
23.624,-0.047,-0.040,-0.992,0.994
23.634,-0.047,-0.038,-0.993,0.995
23.644,-0.048,-0.038,-0.994,0.996
23.654,-0.048,-0.038,-0.993,0.995
23.664,-0.049,-0.038,-0.995,0.997
23.674,-0.047,-0.038,-0.995,0.997
23.684,-0.049,-0.037,-0.993,0.995
23.694,-0.049,-0.038,-0.993,0.995
23.704,-0.050,-0.038,-0.991,0.993
23.714,-0.050,-0.039,-0.992,0.994
23.724,-0.052,-0.038,-0.992,0.994
23.734,-0.051,-0.039,-0.994,0.997
23.744,-0.051,-0.040,-0.994,0.996
23.754,-0.051,-0.038,-0.993,0.995
23.764,-0.052,-0.039,-0.993,0.995
23.774,-0.051,-0.038,-0.994,0.996
23.784,-0.050,-0.036,-0.994,0.996
23.794,-0.050,-0.036,-0.993,0.995
23.805,-0.050,-0.037,-0.993,0.995
23.814,-0.049,-0.037,-0.994,0.996
23.824,-0.048,-0.038,-0.994,0.996
23.834,-0.049,-0.039,-0.993,0.995
23.844,-0.048,-0.039,-0.995,0.996
23.854,-0.047,-0.038,-0.995,0.997
23.864,-0.047,-0.039,-0.995,0.997
23.874,-0.047,-0.040,-0.993,0.995
23.884,-0.048,-0.039,-0.992,0.993
23.894,-0.049,-0.038,-0.994,0.996
23.904,-0.050,-0.039,-0.997,0.999
23.914,-0.050,-0.040,-0.995,0.997
23.924,-0.051,-0.039,-0.992,0.994
23.934,-0.052,-0.039,-0.991,0.993
23.944,-0.050,-0.037,-0.992,0.994
23.954,-0.052,-0.039,-0.994,0.996
23.964,-0.052,-0.039,-0.996,0.998
23.974,-0.051,-0.038,-0.995,0.997
23.984,-0.051,-0.037,-0.996,0.998
23.994,-0.051,-0.038,-0.995,0.997
24.004,-0.050,-0.040,-0.992,0.994
24.014,-0.049,-0.040,-0.993,0.995
24.024,-0.048,-0.040,-0.991,0.993
24.034,-0.049,-0.040,-0.992,0.994
24.044,-0.047,-0.038,-0.996,0.998
24.054,-0.048,-0.039,-0.996,0.998
24.064,-0.049,-0.037,-0.995,0.997
24.074,-0.047,-0.037,-0.994,0.996
24.084,-0.047,-0.037,-0.991,0.992
24.094,-0.047,-0.038,-0.992,0.994
24.104,-0.048,-0.040,-0.994,0.996
24.114,-0.048,-0.039,-0.995,0.997
24.123,-0.049,-0.039,-0.995,0.997
24.134,-0.051,-0.040,-0.995,0.997
24.144,-0.050,-0.038,-0.993,0.995
24.153,-0.051,-0.039,-0.993,0.995
24.163,-0.051,-0.038,-0.993,0.995
24.173,-0.052,-0.037,-0.994,0.996
24.183,-0.050,-0.036,-0.994,0.996
24.193,-0.052,-0.036,-0.992,0.994
24.203,-0.051,-0.038,-0.994,0.996
24.213,-0.051,-0.038,-0.993,0.995
24.223,-0.050,-0.039,-0.994,0.996
24.233,-0.050,-0.038,-0.994,0.996
24.243,-0.049,-0.038,-0.993,0.995
24.253,-0.048,-0.037,-0.993,0.995
24.263,-0.047,-0.038,-0.992,0.994
24.273,-0.048,-0.038,-0.993,0.995
24.283,-0.047,-0.038,-0.995,0.997
24.293,-0.048,-0.038,-0.992,0.994
24.303,-0.048,-0.038,-0.994,0.996
24.313,-0.048,-0.039,-0.995,0.997
24.323,-0.049,-0.038,-0.993,0.995
24.333,-0.049,-0.039,-0.994,0.996
24.343,-0.050,-0.041,-0.994,0.996
24.353,-0.049,-0.038,-0.993,0.995
24.363,-0.049,-0.037,-0.992,0.994
24.373,-0.050,-0.038,-0.993,0.995
24.383,-0.049,-0.038,-0.993,0.995
24.393,-0.051,-0.039,-0.994,0.996
24.403,-0.050,-0.038,-0.994,0.996
24.413,-0.050,-0.038,-0.994,0.996
24.423,-0.051,-0.038,-0.993,0.995
24.433,-0.051,-0.039,-0.994,0.996
24.443,-0.049,-0.037,-0.993,0.995
24.453,-0.048,-0.039,-0.993,0.995
24.463,-0.048,-0.037,-0.994,0.996
24.473,-0.048,-0.038,-0.993,0.995
24.483,-0.048,-0.038,-0.994,0.995
24.493,-0.048,-0.038,-0.994,0.996
24.503,-0.049,-0.038,-0.994,0.995
24.513,-0.048,-0.038,-0.991,0.993
24.523,-0.049,-0.038,-0.991,0.993
24.533,-0.049,-0.037,-0.992,0.994
24.543,-0.048,-0.036,-0.996,0.998
24.553,-0.049,-0.037,-0.996,0.998
24.563,-0.049,-0.038,-0.996,0.998
24.573,-0.048,-0.039,-0.994,0.996
24.583,-0.050,-0.037,-0.992,0.994
24.593,-0.051,-0.039,-0.993,0.995
24.603,-0.051,-0.039,-0.992,0.994
24.613,-0.050,-0.040,-0.994,0.996
24.623,-0.051,-0.040,-0.992,0.994
24.633,-0.050,-0.039,-0.993,0.995
24.643,-0.049,-0.039,-0.993,0.995
24.653,-0.050,-0.038,-0.994,0.996
24.663,-0.049,-0.037,-0.994,0.996
24.673,-0.049,-0.037,-0.993,0.995
24.683,-0.049,-0.038,-0.995,0.996
24.693,-0.048,-0.038,-0.993,0.995
24.703,-0.049,-0.038,-0.993,0.995
24.713,-0.049,-0.040,-0.994,0.996
24.723,-0.049,-0.040,-0.993,0.995
24.733,-0.049,-0.040,-0.994,0.996
24.743,-0.047,-0.038,-0.994,0.996
24.753,-0.048,-0.037,-0.993,0.995
24.763,-0.049,-0.038,-0.993,0.995
24.773,-0.050,-0.038,-0.994,0.996
24.783,-0.049,-0.038,-0.992,0.994
24.793,-0.049,-0.038,-0.993,0.995
24.803,-0.051,-0.039,-0.996,0.998
24.813,-0.050,-0.039,-0.994,0.996
24.823,-0.050,-0.039,-0.993,0.995
24.833,-0.050,-0.039,-0.995,0.997
24.843,-0.049,-0.039,-0.994,0.996
24.853,-0.050,-0.039,-0.994,0.996
24.863,-0.051,-0.040,-0.995,0.997
24.873,-0.050,-0.039,-0.994,0.996
24.883,-0.049,-0.038,-0.993,0.995
24.892,-0.050,-0.038,-0.993,0.995
24.902,-0.049,-0.038,-0.994,0.996
24.912,-0.049,-0.039,-0.995,0.997
24.922,-0.048,-0.038,-0.995,0.997
24.933,-0.049,-0.038,-0.994,0.996
24.942,-0.049,-0.038,-0.994,0.996
24.952,-0.048,-0.037,-0.993,0.995
24.962,-0.047,-0.037,-0.994,0.996
24.972,-0.049,-0.039,-0.993,0.995
24.982,-0.049,-0.040,-0.995,0.997
24.992,-0.050,-0.038,-0.993,0.995
25.002,-0.049,-0.038,-0.994,0.996
25.012,-0.050,-0.039,-0.993,0.995
25.022,-0.050,-0.039,-0.992,0.994
25.032,-0.050,-0.039,-0.993,0.995
25.042,-0.050,-0.038,-0.994,0.996
25.052,-0.049,-0.037,-0.994,0.996
25.062,-0.049,-0.036,-0.994,0.996
25.072,-0.048,-0.038,-0.995,0.997
25.082,-0.049,-0.038,-0.995,0.997
25.092,-0.049,-0.038,-0.994,0.996
25.102,-0.048,-0.038,-0.993,0.994
25.112,-0.049,-0.038,-0.994,0.995
25.122,-0.049,-0.038,-0.994,0.996
25.132,-0.049,-0.040,-0.995,0.997
25.142,-0.050,-0.038,-0.993,0.995
25.152,-0.050,-0.038,-0.993,0.995
25.162,-0.049,-0.037,-0.993,0.995
25.172,-0.050,-0.036,-0.993,0.995
25.182,-0.048,-0.037,-0.993,0.994
25.192,-0.050,-0.039,-0.995,0.997
25.202,-0.050,-0.039,-0.994,0.996
25.212,-0.049,-0.040,-0.994,0.996
25.222,-0.050,-0.040,-0.994,0.996
25.232,-0.049,-0.039,-0.994,0.996
25.242,-0.050,-0.039,-0.995,0.997
25.252,-0.050,-0.038,-0.994,0.996
25.262,-0.049,-0.037,-0.993,0.995
25.272,-0.050,-0.038,-0.994,0.996
25.282,-0.050,-0.037,-0.993,0.995
25.292,-0.050,-0.038,-0.994,0.996
25.302,-0.049,-0.039,-0.995,0.997
25.312,-0.048,-0.039,-0.994,0.996
25.322,-0.049,-0.039,-0.993,0.995
25.332,-0.049,-0.039,-0.994,0.995
25.342,-0.048,-0.039,-0.992,0.994
25.352,-0.050,-0.037,-0.992,0.994
25.362,-0.049,-0.037,-0.993,0.995
25.372,-0.048,-0.037,-0.993,0.995
25.382,-0.049,-0.039,-0.995,0.997
25.392,-0.050,-0.038,-0.995,0.997
25.402,-0.050,-0.038,-0.995,0.997
25.412,-0.050,-0.039,-0.993,0.995
25.422,-0.050,-0.038,-0.991,0.993
25.432,-0.049,-0.038,-0.992,0.994
25.442,-0.050,-0.037,-0.993,0.995
25.452,-0.050,-0.039,-0.994,0.996
25.462,-0.049,-0.039,-0.995,0.997
25.472,-0.050,-0.037,-0.994,0.996
25.482,-0.049,-0.038,-0.994,0.996
25.492,-0.048,-0.038,-0.993,0.994
25.502,-0.049,-0.039,-0.993,0.995
25.512,-0.049,-0.037,-0.994,0.996
25.522,-0.049,-0.038,-0.993,0.995
25.532,-0.049,-0.038,-0.994,0.996
25.542,-0.050,-0.038,-0.993,0.995
25.552,-0.050,-0.039,-0.992,0.994
25.562,-0.049,-0.039,-0.993,0.995
25.572,-0.048,-0.039,-0.993,0.995
25.582,-0.049,-0.039,-0.994,0.996
25.592,-0.050,-0.039,-0.992,0.994
25.602,-0.050,-0.039,-0.993,0.995
25.612,-0.051,-0.038,-0.995,0.997
25.621,-0.050,-0.038,-0.993,0.995
25.631,-0.048,-0.039,-0.995,0.997
25.641,-0.048,-0.038,-0.994,0.996
25.651,-0.049,-0.037,-0.994,0.996
25.661,-0.049,-0.037,-0.994,0.996
25.671,-0.050,-0.037,-0.994,0.996
25.681,-0.050,-0.038,-0.993,0.995
25.692,-0.049,-0.039,-0.994,0.996
25.701,-0.049,-0.039,-0.992,0.994
25.711,-0.049,-0.039,-0.993,0.995
25.721,-0.050,-0.039,-0.992,0.994
25.731,-0.049,-0.038,-0.994,0.996
25.741,-0.050,-0.038,-0.993,0.995
25.751,-0.049,-0.038,-0.995,0.997
25.761,-0.049,-0.037,-0.995,0.997
25.771,-0.049,-0.038,-0.994,0.996
25.781,-0.050,-0.038,-0.994,0.996
25.791,-0.051,-0.038,-0.992,0.994
25.801,-0.051,-0.038,-0.991,0.993
25.811,-0.051,-0.039,-0.992,0.994
25.821,-0.050,-0.039,-0.993,0.995
25.831,-0.050,-0.039,-0.995,0.997
25.841,-0.049,-0.039,-0.992,0.994
25.851,-0.049,-0.038,-0.992,0.994
25.861,-0.047,-0.039,-0.993,0.995
25.871,-0.048,-0.038,-0.993,0.995
25.881,-0.049,-0.038,-0.994,0.995
25.891,-0.049,-0.038,-0.995,0.997
25.901,-0.050,-0.038,-0.995,0.997
25.911,-0.048,-0.039,-0.994,0.996
25.921,-0.048,-0.038,-0.993,0.995
25.931,-0.050,-0.038,-0.993,0.995
25.941,-0.049,-0.038,-0.993,0.995
25.951,-0.049,-0.038,-0.994,0.996
25.961,-0.049,-0.038,-0.997,0.999
25.971,-0.049,-0.039,-0.995,0.997
25.981,-0.051,-0.039,-0.994,0.996
25.991,-0.050,-0.039,-0.993,0.995
26.001,-0.050,-0.039,-0.991,0.993
26.011,-0.049,-0.038,-0.991,0.993
26.021,-0.051,-0.036,-0.994,0.996
26.031,-0.051,-0.038,-0.995,0.997
26.041,-0.049,-0.038,-0.995,0.997
26.051,-0.049,-0.038,-0.994,0.996
26.061,-0.048,-0.038,-0.994,0.996
26.071,-0.049,-0.039,-0.992,0.994
26.081,-0.048,-0.039,-0.994,0.996
26.091,-0.049,-0.038,-0.995,0.997
26.101,-0.048,-0.039,-0.994,0.996
26.111,-0.049,-0.040,-0.993,0.995
26.121,-0.049,-0.038,-0.993,0.995
26.131,-0.050,-0.038,-0.993,0.995
26.141,-0.049,-0.037,-0.993,0.995
26.151,-0.049,-0.038,-0.994,0.996
26.161,-0.050,-0.038,-0.996,0.998
26.171,-0.050,-0.038,-0.994,0.996
26.181,-0.050,-0.038,-0.993,0.995
26.191,-0.050,-0.039,-0.995,0.997
26.201,-0.050,-0.039,-0.993,0.995
26.211,-0.051,-0.039,-0.994,0.996
26.221,-0.050,-0.038,-0.991,0.993
26.231,-0.049,-0.039,-0.993,0.995
26.241,-0.049,-0.038,-0.995,0.997
26.251,-0.049,-0.038,-0.996,0.998
26.261,-0.048,-0.039,-0.995,0.996
26.271,-0.049,-0.037,-0.994,0.996
26.281,-0.049,-0.037,-0.998,1.000
26.291,-0.049,-0.037,-0.987,0.989
26.301,-0.048,-0.038,-0.996,0.998
26.311,-0.049,-0.039,-0.998,1.000
26.321,-0.047,-0.036,-0.994,0.995
26.331,-0.048,-0.039,-0.990,0.992
26.341,-0.049,-0.039,-0.998,1.000
26.351,-0.049,-0.037,-0.995,0.997
26.361,-0.050,-0.039,-0.992,0.994
26.371,-0.051,-0.039,-0.992,0.994
26.381,-0.050,-0.038,-0.996,0.998
26.391,-0.049,-0.039,-0.990,0.992
26.400,-0.049,-0.038,-0.993,0.995
26.410,-0.049,-0.038,-0.996,0.998
26.420,-0.050,-0.038,-0.998,1.000
26.430,-0.049,-0.040,-0.992,0.994
26.440,-0.049,-0.037,-0.992,0.994
26.450,-0.049,-0.037,-0.993,0.995
26.460,-0.050,-0.038,-0.993,0.995
26.471,-0.049,-0.038,-0.993,0.995
26.480,-0.048,-0.037,-0.995,0.997
26.490,-0.049,-0.039,-0.993,0.995
26.500,-0.051,-0.037,-0.993,0.995
