"t(s)","a(m/s²)"
1.875592200E1,9.767937469E0
1.876590900E1,9.766440582E0
1.877589600E1,9.760003967E0
1.878588400E1,9.756860504E0
1.879587200E1,9.774374084E0
1.880585900E1,9.761800232E0
1.881584800E1,9.749226379E0
1.882583500E1,9.758656769E0
1.883582400E1,9.765093384E0
1.884581200E1,9.762848053E0
1.885580100E1,9.765542450E0
1.886578900E1,9.768236847E0
1.887577600E1,9.765991516E0
1.888576400E1,9.769134979E0
1.889575200E1,9.767937469E0
1.890574000E1,9.768236847E0
1.891572800E1,9.762698364E0
1.892571500E1,9.775272217E0
1.893570200E1,9.761351166E0
1.894568900E1,9.759854279E0
1.895567600E1,9.758207703E0
1.896566300E1,9.768985291E0
1.897565100E1,9.762698364E0
1.898563800E1,9.776619415E0
1.899562500E1,9.776020660E0
1.900561300E1,9.779313812E0
1.901560000E1,9.761800232E0
1.902558600E1,9.767488403E0
1.903557400E1,9.770631866E0
1.904556100E1,9.767787781E0
1.905554900E1,9.746531982E0
1.906553500E1,9.754315796E0
1.907552100E1,9.764045563E0
1.908550700E1,9.762698364E0
1.909549400E1,9.762099609E0
1.910548000E1,9.779463501E0
1.911546600E1,9.774374084E0
1.912545300E1,9.774224396E0
1.913543900E1,9.771080933E0
1.914542600E1,9.758357391E0
1.915541300E1,9.754615173E0
1.916540200E1,9.773326263E0
1.917539100E1,9.766290894E0
1.918538000E1,9.774074707E0
1.919537000E1,9.769134979E0
1.920536000E1,9.759704590E0
1.921534800E1,9.768536224E0
1.922533700E1,9.766739960E0
1.923532600E1,9.759405212E0
1.924531400E1,9.752669220E0
1.925530400E1,9.768087158E0
1.926529000E1,9.767937469E0
1.927527700E1,9.774074707E0
1.928526400E1,9.765841827E0
1.929525200E1,9.756561127E0
1.930524000E1,9.765542450E0
1.931522800E1,9.769284668E0
1.932521600E1,9.763446808E0
1.933520400E1,9.767039337E0
1.934519100E1,9.753567352E0
1.935517800E1,9.753866730E0
1.936516600E1,9.761949921E0
1.937515300E1,9.765392761E0
1.938514100E1,9.770781555E0
1.939512900E1,9.776619415E0
1.940511600E1,9.769284668E0
1.941510300E1,9.757608948E0
1.942509000E1,9.771230621E0
1.943507800E1,9.765243073E0
1.944506500E1,9.769883423E0
1.945505200E1,9.748328247E0
1.946503900E1,9.772727509E0
1.947502700E1,9.769284668E0
1.948501500E1,9.771080933E0
1.949500300E1,9.745783539E0
1.950499100E1,9.739795990E0
1.951497900E1,9.755662994E0
1.952496700E1,9.771829376E0
1.953495300E1,9.761351166E0
1.954494000E1,9.789792023E0
1.955492700E1,9.786648560E0
1.956491300E1,9.781708832E0
1.957490000E1,9.759255524E0
1.958488700E1,9.777218170E0
1.959487300E1,9.771979065E0
1.960486000E1,9.741741943E0
1.961484700E1,9.752968597E0
1.962483400E1,9.753417664E0
1.963482100E1,9.761201477E0
1.964480800E1,9.750274200E0
1.965479400E1,9.769284668E0
1.966478100E1,9.775870972E0
1.967476800E1,9.773775330E0
1.968475500E1,9.774374084E0
1.969474158E1,9.777517548E0
1.970472758E1,9.770482178E0
1.971471458E1,9.772428131E0
1.972470058E1,9.761500854E0
1.973468558E1,9.752669220E0
1.974467258E1,9.751920776E0
1.975465858E1,9.760752411E0
1.976464558E1,9.769284668E0
1.977463158E1,9.763895874E0
1.978461858E1,9.769733734E0
1.979460558E1,9.771529999E0
1.980459158E1,9.769883423E0
1.981457858E1,9.774523773E0
1.982456458E1,9.777218170E0
1.983455058E1,9.771230621E0
1.984453858E1,9.766141205E0
1.985452458E1,9.762698364E0
1.986451158E1,9.756261749E0
1.987449858E1,9.756561127E0
1.988448658E1,9.748328247E0
1.989447458E1,9.782008209E0
1.990446158E1,9.763446808E0
1.991444858E1,9.761201477E0
1.992443558E1,9.752669220E0
1.993442258E1,9.769134979E0
1.994440958E1,9.770482178E0
1.995439658E1,9.767638092E0
1.996438358E1,9.765692139E0
1.997437058E1,9.785151672E0
1.998435858E1,9.768386536E0
1.999434558E1,9.767638092E0
2.000433258E1,9.758956146E0
2.001431958E1,9.764943695E0
2.002430658E1,9.777667236E0
2.003429358E1,9.772877197E0
2.004427958E1,9.779613190E0
2.005426658E1,9.755962372E0
2.006425358E1,9.759554901E0
2.007423858E1,9.774224396E0
2.008422558E1,9.758357391E0
2.009421258E1,9.763895874E0
2.010419858E1,9.763297119E0
2.011418658E1,9.784103851E0
2.012417258E1,9.778864746E0
2.013415858E1,9.776469727E0
2.014414658E1,9.772428131E0
2.015413358E1,9.768236847E0
2.016411958E1,9.747879181E0
2.017410458E1,9.773326263E0
2.018409158E1,9.776918793E0
2.019407858E1,9.775571594E0
2.020406558E1,9.778116302E0
2.021405258E1,9.758507080E0
2.022404058E1,9.767937469E0
2.023402758E1,9.768386536E0
2.024401458E1,9.759405212E0
2.025400158E1,9.755812683E0
2.026398858E1,9.773475952E0
2.027397558E1,9.752519531E0
2.028396158E1,9.772877197E0
2.029394958E1,9.776170349E0
2.030393658E1,9.770033112E0
2.031392358E1,9.760453033E0
2.032390958E1,9.753267975E0
2.033389558E1,9.761201477E0
2.034388358E1,9.755662994E0
2.035387158E1,9.775122528E0
2.036385958E1,9.767787781E0
2.037384658E1,9.757159882E0
2.038383358E1,9.755064240E0
2.039382058E1,9.770931244E0
2.040380758E1,9.749376068E0
2.041379258E1,9.773625641E0
2.042377958E1,9.775571594E0
2.043376658E1,9.779762878E0
2.044375358E1,9.777367859E0
2.045373958E1,9.765542450E0
2.046372558E1,9.764045563E0
2.047371158E1,9.769733734E0
2.048369858E1,9.756710815E0
2.049368458E1,9.761201477E0
2.050367058E1,9.751471710E0
2.051365558E1,9.754764862E0
2.052364158E1,9.762398987E0
2.053362758E1,9.780211945E0
2.054361458E1,9.773925018E0
2.055360058E1,9.780211945E0
2.056358658E1,9.770931244E0
2.057357258E1,9.771979065E0
2.058355858E1,9.770033112E0
2.059354458E1,9.756710815E0
2.060353158E1,9.771380310E0
2.061351758E1,9.777218170E0
2.062350358E1,9.771080933E0
2.063349058E1,9.761201477E0
2.064347658E1,9.750573578E0
2.065346358E1,9.764344940E0
2.066345058E1,9.766290894E0
2.067343658E1,9.769883423E0
2.068342358E1,9.769883423E0
2.069341000E1,9.771380310E0
2.070339700E1,9.752070465E0
2.071338400E1,9.775421906E0
2.072337100E1,9.770631866E0
2.073335700E1,9.766141205E0
2.074334400E1,9.776320038E0
2.075333200E1,9.769883423E0
2.076331900E1,9.772128754E0
2.077330600E1,9.746681671E0
2.078329400E1,9.746681671E0
2.079328200E1,9.784103851E0
2.080326900E1,9.778116302E0
2.081325600E1,9.771230621E0
2.082324200E1,9.769584045E0
2.083322900E1,9.776320038E0
2.084321700E1,9.756561127E0
2.085320500E1,9.759854279E0
2.086319200E1,9.775721283E0
2.087317900E1,9.786199493E0
2.088316600E1,9.768087158E0
2.089315300E1,9.758058014E0
2.090314000E1,9.756561127E0
2.091312700E1,9.754615173E0
2.092311200E1,9.761201477E0
2.093309900E1,9.765392761E0
2.094308600E1,9.757309570E0
2.095307300E1,9.780960388E0
2.096306000E1,9.768236847E0
2.097304700E1,9.770631866E0
2.098303300E1,9.780511322E0
2.099301900E1,9.776619415E0
2.100300600E1,9.760303345E0
2.101299300E1,9.765692139E0
2.102297900E1,9.770182800E0
2.103296700E1,9.767189026E0
2.104295500E1,9.764195251E0
2.105294200E1,9.758656769E0
2.106292900E1,9.768087158E0
2.107291500E1,9.766889648E0
2.108290200E1,9.767638092E0
2.109288900E1,9.779762878E0
2.110287600E1,9.776918793E0
2.111286200E1,9.782457275E0
2.112284900E1,9.762698364E0
2.113283500E1,9.755962372E0
2.114282100E1,9.754016418E0
2.115280700E1,9.766889648E0
2.116279300E1,9.782008209E0
2.117278100E1,9.765392761E0
2.118276900E1,9.764045563E0
2.119275600E1,9.764644318E0
2.120274300E1,9.762997742E0
2.121273100E1,9.759405212E0
2.122271800E1,9.762848053E0
2.123270500E1,9.782008209E0
2.124269200E1,9.766739960E0
2.125267900E1,9.756112061E0
2.126266700E1,9.758357391E0
2.127265400E1,9.746831360E0
2.128264100E1,9.743238831E0
2.129262900E1,9.749675446E0
2.130261600E1,9.768536224E0
2.131260400E1,9.785451050E0
2.132259100E1,9.785451050E0
2.133257800E1,9.779463501E0
2.134256500E1,9.778864746E0
2.135255200E1,9.761201477E0
2.136254000E1,9.770931244E0
2.137252700E1,9.769584045E0
2.138251400E1,9.769284668E0
2.139250000E1,9.764344940E0
2.140248700E1,9.760602722E0
2.141247400E1,9.764644318E0
2.142246100E1,9.756411438E0
2.143244800E1,9.754315796E0
2.144243600E1,9.760303345E0
2.145242400E1,9.763895874E0
2.146241200E1,9.779164124E0
2.147239900E1,9.762698364E0
2.148238700E1,9.766290894E0
2.149237500E1,9.765392761E0
2.150236200E1,9.764644318E0
2.151235000E1,9.756261749E0
2.152233700E1,9.769134979E0
2.153232500E1,9.760902100E0
2.154231400E1,9.763596497E0
2.155230100E1,9.757159882E0
2.156228900E1,9.754465485E0
2.157227600E1,9.762249298E0
2.158226400E1,9.764494629E0
2.159225000E1,9.774823151E0
2.160223700E1,9.773326263E0
2.161222300E1,9.784852295E0
2.162220900E1,9.790241089E0
2.163219700E1,9.756411438E0
2.164218300E1,9.761051788E0
2.165216900E1,9.772278442E0
2.166215600E1,9.778265991E0
2.167214200E1,9.777517548E0
2.168213000E1,9.777218170E0
2.169211812E1,9.766590271E0
2.170210712E1,9.759405212E0
2.171209412E1,9.755513306E0
2.172208212E1,9.769284668E0
2.173206912E1,9.762099609E0
2.174205612E1,9.754016418E0
2.175204312E1,9.771529999E0
2.176203012E1,9.761949921E0
2.177201812E1,9.766141205E0
2.178200512E1,9.761500854E0
2.179199212E1,9.768685913E0
2.180198012E1,9.767638092E0
2.181196712E1,9.752070465E0
2.182195312E1,9.757159882E0
2.183194012E1,9.768835602E0
2.184192612E1,9.767338715E0
2.185191312E1,9.784552917E0
2.186190012E1,9.774224396E0
2.187188612E1,9.777667236E0
2.188187312E1,9.778265991E0
2.189186012E1,9.756561127E0
2.190184612E1,9.759405212E0
2.191183212E1,9.751022644E0
2.192181912E1,9.760303345E0
2.193180612E1,9.769434357E0
2.194179312E1,9.752220154E0
2.195177912E1,9.776619415E0
2.196176612E1,9.766590271E0
2.197175312E1,9.768685913E0
2.198174012E1,9.758207703E0
2.199172812E1,9.753267975E0
2.200171612E1,9.758656769E0
2.201170312E1,9.771230621E0
2.202169112E1,9.777068481E0
2.203167912E1,9.763446808E0
2.204166612E1,9.772877197E0
2.205165512E1,9.768835602E0
2.206164312E1,9.769434357E0
2.207163112E1,9.762997742E0
2.208161812E1,9.774972839E0
2.209160512E1,9.766739960E0
2.210159313E1,9.755213928E0
2.211157912E1,9.753267975E0
2.212156512E1,9.755213928E0
2.213155212E1,9.758207703E0
2.214153812E1,9.764943695E0
2.215152612E1,9.774972839E0
2.216151313E1,9.770033112E0
2.217149912E1,9.778565369E0
2.218148612E1,9.780511322E0
2.219147412E1,9.778415680E0
2.220146112E1,9.756561127E0
2.221144912E1,9.771979065E0
2.222143712E1,9.766739960E0
2.223142412E1,9.760453033E0
2.224141112E1,9.777966614E0
2.225139812E1,9.779313812E0
2.226138612E1,9.783205719E0
2.227137312E1,9.768685913E0
2.228136112E1,9.758656769E0
2.229134912E1,9.754465485E0
2.230133612E1,9.747579803E0
2.231132412E1,9.759405212E0
2.232131212E1,9.761800232E0
2.233130012E1,9.776320038E0
2.234128712E1,9.768985291E0
2.235127412E1,9.771529999E0
2.236126212E1,9.777218170E0
2.237124912E1,9.767937469E0
2.238123612E1,9.752968597E0
2.239122312E1,9.753417664E0
2.240121012E1,9.765392761E0
2.241119812E1,9.761800232E0
2.242118612E1,9.753717041E0
2.243117312E1,9.758806458E0
2.244116012E1,9.775571594E0
2.245114712E1,9.765991516E0
2.246113512E1,9.787247314E0
2.247112112E1,9.770332489E0
2.248110812E1,9.771529999E0
2.249109512E1,9.788295135E0
2.250108112E1,9.766889648E0
2.251106912E1,9.757608948E0
2.252105612E1,9.753417664E0
2.253104212E1,9.767039337E0
2.254102812E1,9.768536224E0
2.255101412E1,9.756710815E0
2.256100112E1,9.776020660E0
2.257098713E1,9.777966614E0
2.258097212E1,9.781858521E0
2.259095812E1,9.761051788E0
2.260094512E1,9.759405212E0
2.261093212E1,9.765243073E0
2.262091812E1,9.770781555E0
2.263090412E1,9.772278442E0
2.264089012E1,9.765991516E0
2.265087612E1,9.767937469E0
2.266086312E1,9.780211945E0
2.267084912E1,9.779912567E0
2.268083512E1,9.761051788E0
2.269082112E1,9.742191010E0
2.270080825E1,9.754016418E0
2.271079525E1,9.763147430E0
2.272078125E1,9.768386536E0
2.273076825E1,9.774523773E0
2.274075525E1,9.780361633E0
2.275074125E1,9.773176575E0
2.276072725E1,9.774074707E0
2.277071425E1,9.790091400E0
2.278070025E1,9.767488403E0
2.279068725E1,9.763446808E0
2.280067325E1,9.767488403E0
2.281066025E1,9.759255524E0
2.282064625E1,9.753118286E0
2.283063225E1,9.756710815E0
2.284061825E1,9.764344940E0
2.285060525E1,9.773176575E0
2.286059225E1,9.770482178E0
2.287057825E1,9.769733734E0
2.288056425E1,9.783654785E0
2.289055025E1,9.771979065E0
2.290053725E1,9.770332489E0
2.291052325E1,9.764644318E0
2.292050925E1,9.753866730E0
2.293049525E1,9.785750427E0
2.294048325E1,9.768985291E0
2.295047025E1,9.774673462E0
2.296045725E1,9.776170349E0
2.297044325E1,9.765991516E0
2.298042825E1,9.771679688E0
2.299041425E1,9.777367859E0
2.300040025E1,9.773326263E0
2.301038725E1,9.754465485E0
2.302037425E1,9.765692139E0
2.303036225E1,9.754615173E0
2.304034825E1,9.755962372E0
2.305033425E1,9.757159882E0
2.306032025E1,9.756411438E0
2.307030825E1,9.788893890E0
2.308029525E1,9.769733734E0
2.309028325E1,9.767488403E0
2.310027125E1,9.756112061E0
2.311025825E1,9.765093384E0
2.312024625E1,9.755812683E0
2.313023425E1,9.769733734E0
2.314022125E1,9.777966614E0
2.315020825E1,9.775571594E0
2.316019525E1,9.771230621E0
2.317018225E1,9.770781555E0
2.318016925E1,9.765243073E0
2.319015725E1,9.771679688E0
2.320014425E1,9.775421906E0
2.321013325E1,9.767338715E0
2.322012025E1,9.755363617E0
2.323010825E1,9.762848053E0
2.324009725E1,9.766290894E0
2.325008525E1,9.756261749E0
2.326007225E1,9.762398987E0
2.327005925E1,9.766739960E0
2.328004725E1,9.766290894E0
2.329003525E1,9.756411438E0
2.330002125E1,9.756860504E0
2.331000725E1,9.752220154E0
2.331999425E1,9.756710815E0
2.332998125E1,9.758507080E0
2.333996825E1,9.776320038E0
2.334995525E1,9.790091400E0
2.335994325E1,9.780062256E0
2.336993025E1,9.764344940E0
2.337991725E1,9.755363617E0
2.338990425E1,9.761650543E0
2.339989225E1,9.774823151E0
2.340988025E1,9.767937469E0
2.341986725E1,9.770482178E0
2.342985525E1,9.769584045E0
2.343984225E1,9.772428131E0
2.344983025E1,9.738149414E0
2.345981825E1,9.756261749E0
2.346980525E1,9.777517548E0
2.347979225E1,9.773326263E0
2.348977825E1,9.766889648E0
2.349976525E1,9.765841827E0
2.350975225E1,9.770332489E0
2.351973925E1,9.760453033E0
2.352972725E1,9.773026886E0
2.353971425E1,9.773775330E0
2.354970225E1,9.760303345E0
2.355969025E1,9.777218170E0
2.356967925E1,9.769284668E0
2.357966725E1,9.760003967E0
2.358965525E1,9.745484161E0
2.359964325E1,9.743089142E0
2.360963125E1,9.761949921E0
2.361961925E1,9.779463501E0
2.362960625E1,9.785451050E0
2.363959425E1,9.778116302E0
2.364958125E1,9.760752411E0
2.365956925E1,9.766141205E0
2.366955625E1,9.766141205E0
2.367954225E1,9.771230621E0
2.368952925E1,9.766440582E0
2.369951683E1,9.766141205E0
2.370950283E1,9.760153656E0
2.371948983E1,9.759854279E0
2.372947783E1,9.751920776E0
2.373946583E1,9.773925018E0
2.374945283E1,9.782157898E0
2.375944083E1,9.769733734E0
2.376942783E1,9.774523773E0
2.377941383E1,9.770781555E0
2.378939983E1,9.761351166E0
2.379938783E1,9.770033112E0
2.380937583E1,9.750423889E0
2.381936283E1,9.747729492E0
2.382935083E1,9.758656769E0
2.383933783E1,9.770033112E0
2.384932483E1,9.764195251E0
2.385931083E1,9.767338715E0
2.386929783E1,9.760752411E0
2.387928483E1,9.768536224E0
2.388927183E1,9.758207703E0
2.389925883E1,9.783056030E0
2.390924683E1,9.775122528E0
2.391923383E1,9.770332489E0
2.392922183E1,9.776469727E0
2.393920883E1,9.769733734E0
2.394919583E1,9.747130737E0
2.395918283E1,9.762099609E0
2.396916983E1,9.757908325E0
2.397915683E1,9.764943695E0
2.398914383E1,9.775870972E0
2.399913083E1,9.768536224E0
2.400911883E1,9.758058014E0
2.401910683E1,9.761351166E0
2.402909383E1,9.751920776E0
2.403908183E1,9.757908325E0
2.404907083E1,9.771829376E0
2.405905883E1,9.782008209E0
2.406904683E1,9.758956146E0
2.407903483E1,9.777517548E0
2.408902383E1,9.759704590E0
2.409901083E1,9.755513306E0
2.410899883E1,9.759405212E0
2.411898583E1,9.771529999E0
2.412897283E1,9.760453033E0
2.413895983E1,9.788145447E0
2.414894783E1,9.777517548E0
2.415893483E1,9.759105835E0
2.416892183E1,9.754465485E0
2.417890983E1,9.753267975E0
2.418889683E1,9.768685913E0
2.419888483E1,9.767638092E0
2.420887183E1,9.757309570E0
2.421885983E1,9.753567352E0
2.422884883E1,9.763746185E0
2.423883683E1,9.764195251E0
2.424882383E1,9.765692139E0
2.425881183E1,9.759105835E0
2.426879883E1,9.771679688E0
2.427878583E1,9.773475952E0
2.428877283E1,9.771230621E0
2.429875983E1,9.768236847E0
2.430874583E1,9.764943695E0
2.431873383E1,9.754764862E0
2.432871983E1,9.777218170E0
2.433870583E1,9.785001984E0
2.434869283E1,9.773026886E0
2.435867983E1,9.773176575E0
2.436866583E1,9.754465485E0
2.437865283E1,9.760752411E0
2.438863883E1,9.745783539E0
2.439862583E1,9.752669220E0
2.440861283E1,9.772877197E0
2.441860083E1,9.773925018E0
2.442858783E1,9.785301361E0
2.443857483E1,9.796078949E0
2.444856083E1,9.771380310E0
2.445854783E1,9.762548676E0
2.446853583E1,9.766440582E0
2.447852183E1,9.773925018E0
2.448850983E1,9.773176575E0
2.449849583E1,9.750573578E0
2.450848283E1,9.749376068E0
2.451846783E1,9.756710815E0
2.452845483E1,9.760602722E0
2.453844083E1,9.773925018E0
2.454842783E1,9.782307587E0
2.455841583E1,9.789941711E0
2.456840283E1,9.778715057E0
2.457838983E1,9.775122528E0
2.458837683E1,9.765841827E0
2.459836383E1,9.767039337E0
2.460834983E1,9.784852295E0
2.461833583E1,9.767488403E0
2.462832183E1,9.762997742E0
2.463830883E1,9.760003967E0
2.464829583E1,9.769883423E0
2.465828383E1,9.760153656E0
2.466827083E1,9.748028870E0
2.467825883E1,9.747579803E0
2.468824783E1,9.762848053E0
2.469823487E1,9.792336731E0
2.470822188E1,9.776170349E0
2.471820887E1,9.761800232E0
2.472819587E1,9.751621399E0
2.473818387E1,9.758806458E0
2.474816987E1,9.756860504E0
2.475815587E1,9.774374084E0
2.476814387E1,9.784103851E0
2.477813087E1,9.786199493E0
2.478811787E1,9.755213928E0
2.479810388E1,9.751471710E0
2.480809087E1,9.754764862E0
2.481807787E1,9.774673462E0
2.482806487E1,9.775122528E0
2.483805287E1,9.798473969E0
2.484803987E1,9.777667236E0
2.485802687E1,9.761500854E0
2.486801387E1,9.765841827E0
2.487800087E1,9.754166107E0
2.488798887E1,9.768236847E0
2.489797587E1,9.783505096E0
2.490796287E1,9.783804474E0
2.491794987E1,9.773326263E0
2.492793687E1,9.771529999E0
2.493792387E1,9.767039337E0
2.494791287E1,9.767189026E0
2.495789987E1,9.762398987E0
2.496788587E1,9.770482178E0
2.497787187E1,9.767338715E0
2.498785787E1,9.772877197E0
2.499784487E1,9.758656769E0
2.500783187E1,9.777667236E0
2.501781887E1,9.766590271E0
2.502780487E1,9.768087158E0
2.503779187E1,9.767488403E0
2.504777787E1,9.757908325E0
2.505776487E1,9.764494629E0
2.506775187E1,9.747579803E0
2.507773987E1,9.752220154E0
2.508772687E1,9.743837585E0
2.509771387E1,9.740394745E0
2.510769987E1,9.765991516E0
2.511768687E1,9.765991516E0
2.512767387E1,9.775571594E0
2.513766087E1,9.794132996E0
2.514764787E1,9.791737976E0
2.515763487E1,9.775721283E0
2.516762187E1,9.770482178E0
2.517760687E1,9.736353149E0
2.518759187E1,9.730664978E0
2.519757787E1,9.743837585E0
2.520756587E1,9.742789764E0
2.521755287E1,9.757908325E0
2.522753987E1,9.759854279E0
2.523752787E1,9.764794006E0
2.524751487E1,9.781409454E0
2.525750187E1,9.779014435E0
2.526748787E1,9.795031128E0
2.527747387E1,9.775272217E0
2.528746087E1,9.755363617E0
2.529744687E1,9.763147430E0
2.530743387E1,9.758507080E0
2.531742087E1,9.754914551E0
2.532740887E1,9.761051788E0
2.533739487E1,9.769733734E0
2.534738287E1,9.778265991E0
2.535736887E1,9.759554901E0
2.536735587E1,9.766889648E0
2.537734287E1,9.755962372E0
2.538732987E1,9.756561127E0
2.539731587E1,9.788444824E0
2.540730287E1,9.786648560E0
2.541728987E1,9.783954163E0
2.542727687E1,9.770182800E0
2.543726287E1,9.760752411E0
2.544724987E1,9.763446808E0
2.545723687E1,9.759854279E0
2.546722287E1,9.746681671E0
2.547721187E1,9.772428131E0
2.548719887E1,9.766590271E0
2.549718587E1,9.761500854E0
2.550717387E1,9.766440582E0
2.551716087E1,9.755363617E0
2.552714987E1,9.773625641E0
2.553713587E1,9.773026886E0
2.554712287E1,9.763895874E0
2.555711087E1,9.773925018E0
2.556709687E1,9.776170349E0
2.557708287E1,9.767638092E0
2.558706987E1,9.754465485E0
2.559705587E1,9.759255524E0
2.560704187E1,9.759854279E0
2.561702787E1,9.755962372E0
2.562701487E1,9.774224396E0
2.563700187E1,9.771829376E0
2.564698987E1,9.769733734E0
2.565697687E1,9.763147430E0
2.566696287E1,9.759255524E0
2.567694987E1,9.766290894E0
2.568693587E1,9.769733734E0
2.569692333E1,9.767638092E0
2.570690933E1,9.771380310E0
2.571689533E1,9.767338715E0
2.572688233E1,9.760902100E0
2.573686833E1,9.765692139E0
2.574685333E1,9.761949921E0
2.575684133E1,9.781858521E0
2.576682633E1,9.759704590E0
2.577681333E1,9.756561127E0
2.578679933E1,9.753866730E0
2.579678533E1,9.774374084E0
2.580677233E1,9.771230621E0
2.581675833E1,9.776320038E0
2.582674433E1,9.786049805E0
2.583672933E1,9.766440582E0
2.584671633E1,9.765991516E0
2.585670333E1,9.772128754E0
2.586668833E1,9.770182800E0
2.587667433E1,9.765692139E0
2.588666033E1,9.780511322E0
2.589664633E1,9.762997742E0
2.590663233E1,9.759405212E0
2.591661833E1,9.767488403E0
2.592660333E1,9.752070465E0
2.593658933E1,9.762398987E0
2.594657433E1,9.766141205E0
2.595656033E1,9.788444824E0
2.596654633E1,9.776619415E0
2.597653333E1,9.769434357E0
2.598651833E1,9.777367859E0
2.599650533E1,9.755513306E0
2.600649233E1,9.770931244E0
2.601647833E1,9.754166107E0
2.602646433E1,9.768985291E0
2.603645233E1,9.752070465E0
2.604644033E1,9.777068481E0
2.605642633E1,9.763297119E0
2.606641333E1,9.763596497E0
2.607639933E1,9.758956146E0
2.608638533E1,9.765243073E0
2.609637133E1,9.764494629E0
2.610635833E1,9.771979065E0
2.611634533E1,9.779313812E0
2.612633133E1,9.777218170E0
2.613631833E1,9.771979065E0
2.614630433E1,9.759704590E0
2.615629133E1,9.758656769E0
2.616627833E1,9.771679688E0
2.617626533E1,9.768386536E0
2.618625133E1,9.772428131E0
2.619623733E1,9.770033112E0
2.620622333E1,9.757309570E0
2.621620933E1,9.767787781E0
2.622619633E1,9.760453033E0
2.623618233E1,9.762997742E0
2.624616833E1,9.765991516E0
2.625615533E1,9.782157898E0
2.626614233E1,9.764195251E0
2.627612833E1,9.757758636E0
2.628611433E1,9.767638092E0
2.629609933E1,9.772428131E0
2.630608533E1,9.762698364E0
2.631607433E1,9.767488403E0
2.632606233E1,9.759405212E0
2.633605133E1,9.762398987E0
2.634604033E1,9.757309570E0
2.635602933E1,9.752669220E0
2.636601633E1,9.776469727E0
2.637600333E1,9.789342957E0
2.638599033E1,9.776769104E0
2.639597733E1,9.771080933E0
2.640596333E1,9.785451050E0
2.641595033E1,9.765542450E0
2.642593833E1,9.745933228E0
2.643592533E1,9.749825134E0
2.644591233E1,9.767488403E0
2.645589933E1,9.780361633E0
2.646588633E1,9.780810699E0
2.647587233E1,9.783654785E0
2.648586033E1,9.760003967E0
2.649584733E1,9.764045563E0
2.650583433E1,9.778265991E0
2.651582033E1,9.760003967E0
2.652580733E1,9.745633850E0
2.653579433E1,9.758656769E0
2.654578233E1,9.770781555E0
2.655576933E1,9.776170349E0
2.656575533E1,9.763147430E0
2.657574333E1,9.766590271E0
2.658573033E1,9.768685913E0
2.659571733E1,9.759704590E0
2.660570533E1,9.751920776E0
2.661569233E1,9.764494629E0
2.662568033E1,9.763147430E0
2.663566733E1,9.766290894E0
2.664565533E1,9.756411438E0
2.665564333E1,9.772577820E0
2.666563033E1,9.778415680E0
2.667561833E1,9.762848053E0
2.668560533E1,9.769284668E0
2.669559033E1,9.761201477E0
2.670557796E1,9.750124512E0
2.671556496E1,9.764644318E0
2.672555196E1,9.757608948E0
2.673553896E1,9.761949921E0
2.674552596E1,9.769733734E0
2.675551296E1,9.780511322E0
2.676549996E1,9.789941711E0
2.677548596E1,9.763596497E0
2.678547296E1,9.757159882E0
2.679545996E1,9.776320038E0
2.680544596E1,9.753567352E0
2.681543296E1,9.771230621E0
2.682542096E1,9.768236847E0
2.683540796E1,9.789193268E0
2.684539496E1,9.758656769E0
2.685538096E1,9.756561127E0
2.686536796E1,9.767488403E0
2.687535596E1,9.761650543E0
2.688534196E1,9.764494629E0
2.689532996E1,9.773026886E0
2.690531596E1,9.752818909E0
2.691530296E1,9.761800232E0
2.692528896E1,9.762997742E0
2.693527596E1,9.770781555E0
2.694526296E1,9.776320038E0
2.695524896E1,9.779463501E0
2.696523596E1,9.758656769E0
2.697522296E1,9.765692139E0
2.698520996E1,9.772278442E0
2.699519696E1,9.756860504E0
2.700518296E1,9.763446808E0
2.701516996E1,9.767638092E0
2.702515696E1,9.773775330E0
2.703514396E1,9.776769104E0
2.704513196E1,9.771679688E0
2.705511996E1,9.761650543E0
2.706510696E1,9.780661011E0
2.707509296E1,9.776020660E0
2.708507996E1,9.766739960E0
2.709506696E1,9.776918793E0
2.710505396E1,9.772727509E0
2.711504096E1,9.764794006E0
2.712502796E1,9.746232605E0
2.713501396E1,9.757758636E0
2.714500096E1,9.776320038E0
2.715498796E1,9.757758636E0
2.716497596E1,9.765093384E0
2.717496496E1,9.773925018E0
2.718495296E1,9.766739960E0
2.719494096E1,9.764195251E0
2.720492896E1,9.766889648E0
2.721491596E1,9.782756653E0
2.722490496E1,9.772128754E0
2.723489296E1,9.761650543E0
2.724488096E1,9.751920776E0
2.725486796E1,9.770631866E0
2.726485496E1,9.763746185E0
2.727484296E1,9.756561127E0
2.728483096E1,9.762997742E0
2.729481696E1,9.757459259E0
2.730480396E1,9.767937469E0
2.731478996E1,9.766889648E0
2.732477696E1,9.768386536E0
2.733476296E1,9.770332489E0
2.734474996E1,9.752070465E0
2.735473796E1,9.755363617E0
2.736472696E1,9.754465485E0
2.737471396E1,9.761800232E0
2.738470096E1,9.766290894E0
2.739468796E1,9.752968597E0
2.740467596E1,9.758207703E0
2.741466196E1,9.761800232E0
2.742464896E1,9.758956146E0
2.743463596E1,9.759255524E0
2.744462296E1,9.778565369E0
2.745460896E1,9.776469727E0
2.746459596E1,9.776469727E0
2.747458296E1,9.768236847E0
