
Frequency (Hz), Channel 1 Magnitude (dB), Channel 1 Phase (deg)
2.74408968e+01, 4.5366e+00, 2.4282e-02
2.66823642e+01, 4.5261e+00, 7.7794e-02
2.59447992e+01, 4.5423e+00, -2.8958e-03
2.52276224e+01, 4.5263e+00, -3.0249e-02
2.45302700e+01, 4.5351e+00, -2.6536e-02
2.38521942e+01, 4.5379e+00, -3.5365e-02
2.31928620e+01, 4.5353e+00, -1.7828e-02
2.25517553e+01, 4.5372e+00, -1.5258e-02
2.19283703e+01, 4.5420e+00, -2.4516e-02
2.13222173e+01, 4.5449e+00, -5.9700e-02
2.07328197e+01, 4.5334e+00, -2.1831e-03
2.01597146e+01, 4.5281e+00, -9.4742e-03
1.96024514e+01, 4.5335e+00, -3.1017e-02
1.90605924e+01, 4.5356e+00, -2.0682e-02
1.85337116e+01, 4.5381e+00, -1.4492e-02
1.80213951e+01, 4.5439e+00, -3.6192e-02
1.75232402e+01, 4.5346e+00, -1.1623e-02
1.70388556e+01, 4.5439e+00, -4.4528e-02
1.65678605e+01, 4.5453e+00, -3.0732e-02
1.61098849e+01, 4.5424e+00, 1.6933e-02
1.56645688e+01, 4.5363e+00, 1.1776e-03
1.52315623e+01, 4.5458e+00, -1.8986e-02
1.48105252e+01, 4.5378e+00, -5.1230e-02
1.44011265e+01, 4.5373e+00, -5.7263e-03
1.40030446e+01, 4.5298e+00, -1.7782e-02
1.36159667e+01, 4.5435e+00, 5.2635e-02
1.32395885e+01, 4.5337e+00, -1.0169e-01
1.28736143e+01, 4.5346e+00, -2.6938e-02
1.25177566e+01, 4.5360e+00, 8.1731e-02
1.21717356e+01, 4.5380e+00, -5.3334e-04
1.18352794e+01, 4.5320e+00, 1.8951e-03
1.15081237e+01, 4.5452e+00, 1.5497e-02
1.11900114e+01, 4.5416e+00, -2.1604e-02
1.08806925e+01, 4.5405e+00, 1.4805e-02
1.05799239e+01, 4.5480e+00, -4.5247e-02
1.02874693e+01, 4.5262e+00, -2.3548e-02
1.00030988e+01, 4.5389e+00, -1.9898e-02
9.72658902e+00, 4.5412e+00, 2.9903e-02
9.45772263e+00, 4.5388e+00, 7.6277e-03
9.19628836e+00, 4.5385e+00, -1.1976e-02
8.94208075e+00, 4.5328e+00, -7.3331e-03
8.69490006e+00, 4.5329e+00, -5.7438e-02
8.45455205e+00, 4.5289e+00, -7.7151e-03
8.22084783e+00, 4.5525e+00, -5.4911e-03
7.99360375e+00, 4.5433e+00, -1.7929e-02
7.77264126e+00, 4.5330e+00, 2.7063e-02
7.55778670e+00, 4.5370e+00, -2.3985e-02
7.34887124e+00, 4.5357e+00, 3.5527e-03
7.14573070e+00, 4.5352e+00, -7.4380e-03
6.94820546e+00, 4.5541e+00, 3.4473e-02
6.75614030e+00, 4.5445e+00, 3.5437e-02
6.56938428e+00, 4.5551e+00, -1.4622e-02
6.38779064e+00, 4.5512e+00, 6.6045e-02
6.21121670e+00, 4.5369e+00, -4.8237e-02
6.03952368e+00, 4.5509e+00, 2.4642e-02
5.87257667e+00, 4.5438e+00, 3.5536e-02
5.71024448e+00, 4.5421e+00, -8.3059e-03
5.55239954e+00, 4.5268e+00, -3.1921e-02
5.39891782e+00, 4.5421e+00, 4.4451e-03
5.24967871e+00, 4.5447e+00, -4.7961e-03
5.10456492e+00, 4.5342e+00, -5.6963e-03
4.96346243e+00, 4.5373e+00, -6.0968e-02
4.82626035e+00, 4.5266e+00, -2.8849e-02
4.69285087e+00, 4.5231e+00, 3.4185e-02
4.56312914e+00, 4.5428e+00, -1.9295e-02
4.43699324e+00, 4.5335e+00, 5.0594e-03
4.31434404e+00, 4.5392e+00, -3.6666e-02
4.19508516e+00, 4.5426e+00, 3.2776e-02
4.07912289e+00, 4.5382e+00, 7.9434e-02
