
Frequency (Hz), Channel 1 Magnitude (dB), Channel 1 Phase (deg)
2.03457111e+02, 4.0199e-02, -4.2842e-01
1.99377967e+02, 2.5511e-02, -4.5355e-01
1.95380607e+02, 1.3564e-02, -4.9371e-01
1.91463390e+02, 5.5073e-02, -3.4745e-01
1.87624710e+02, 3.5904e-02, -3.5036e-01
1.83862993e+02, 1.8410e-02, -3.8113e-01
1.80176694e+02, 2.4558e-02, -3.7721e-01
1.76564303e+02, 3.1363e-02, -3.5448e-01
1.73024338e+02, 3.2464e-02, -3.0156e-01
1.69555345e+02, 3.2941e-02, -3.6050e-01
1.66155903e+02, 3.7736e-02, -3.6639e-01
1.62824617e+02, 2.8656e-02, -2.2416e-01
1.59560121e+02, 2.2693e-02, -3.1154e-01
1.56361074e+02, 6.1621e-02, -4.8700e-01
1.53226167e+02, 3.5344e-02, -2.9168e-01
1.50154111e+02, 1.7684e-02, -4.7854e-01
1.47143647e+02, 4.7292e-02, -4.3977e-01
1.44193541e+02, 1.1450e-02, -2.7273e-01
1.41302582e+02, 1.9439e-02, -3.7810e-01
1.38469584e+02, 3.9979e-02, -3.1394e-01
1.35693385e+02, 3.4624e-02, -2.5382e-01
1.32972847e+02, 3.9824e-02, -3.0331e-01
1.30306853e+02, 2.8365e-02, -2.9484e-01
1.27694311e+02, 3.4040e-02, -2.1879e-01
1.25134147e+02, 4.4612e-02, -2.3071e-01
1.22625313e+02, 2.9047e-02, -1.7514e-01
1.20166779e+02, 1.8939e-02, -3.5120e-01
1.17757536e+02, 2.6369e-02, -3.4787e-01
1.15396596e+02, 3.7731e-02, -2.9702e-01
1.13082992e+02, 1.9684e-02, -2.0689e-01
1.10815773e+02, 5.5153e-02, -1.8404e-01
1.08594010e+02, 2.2554e-02, -2.2156e-01
1.06416791e+02, 2.9799e-02, -1.7813e-01
1.04283224e+02, 4.0313e-02, -2.3806e-01
1.02192433e+02, 2.3139e-02, -2.7575e-01
1.00143561e+02, 2.0035e-02, -1.4719e-01
9.81357668e+01, 3.1358e-02, -2.5889e-01
9.61682273e+01, 5.9509e-02, -1.8985e-01
9.42401353e+01, 3.8098e-02, -2.7177e-01
